Age,Attrition,Department,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,AttritionBinary,,,,,,,,
24,Yes,Research & Development,3,2886,3,6,1,,,,,,,,
30,Yes,Sales,1,2033,4,1,1,,,,,,,,
34,No,Research & Development,4,3622,3,6,0,,,,,,,,
31,Yes,Sales,1,4233,1,3,1,,,,,,,,
35,No,Research & Development,4,3681,3,3,0,,,,,,,,
31,No,Sales,4,5460,4,7,0,,,,,,,,
27,No,Research & Development,3,2187,2,5,0,,,,,,,,
37,No,Sales,3,9602,2,3,0,,,,,,,,
20,No,Research & Development,2,2836,4,1,0,,,,,,,,
42,No,Research & Development,4,4089,3,10,0,,,,,,,,
43,No,Research & Development,4,16627,2,1,0,,,,,,,,
38,No,Research & Development,1,2619,2,0,0,,,,,,,,
43,No,Research & Development,3,5679,3,8,0,,,,,,,,
48,No,Research & Development,1,15402,1,3,0,,,,,,,,
44,No,Human Resources,3,5985,4,2,0,,,,,,,,
34,No,Sales,3,2579,3,8,0,,,,,,,,
27,Yes,Sales,1,3041,3,4,1,,,,,,,,
21,No,Sales,3,3447,3,3,0,,,,,,,,
44,No,Research & Development,4,19513,4,2,0,,,,,,,,
22,No,Research & Development,3,2773,3,2,0,,,,,,,,
33,No,Sales,3,7104,3,5,0,,,,,,,,
32,No,Research & Development,4,6322,2,6,0,,,,,,,,
30,No,Research & Development,3,2083,3,1,0,,,,,,,,
53,No,Sales,1,8381,4,14,0,,,,,,,,
34,No,Research & Development,4,2691,2,10,0,,,,,,,,
45,Yes,Sales,1,4286,3,1,1,,,,,,,,
26,No,Research & Development,4,2659,3,3,0,,,,,,,,
37,No,Research & Development,3,9434,3,10,0,,,,,,,,
29,No,Sales,3,5561,2,6,0,,,,,,,,
35,No,Research & Development,4,6646,3,17,0,,,,,,,,
33,No,Research & Development,4,7725,1,13,0,,,,,,,,
54,No,Human Resources,2,10725,4,9,0,,,,,,,,
36,No,Research & Development,2,8847,3,3,0,,,,,,,,
27,No,Research & Development,4,2045,3,4,0,,,,,,,,
20,Yes,Research & Development,3,1009,3,1,1,,,,,,,,
33,Yes,Research & Development,1,3348,3,10,1,,,,,,,,
35,No,Research & Development,3,1281,3,1,0,,,,,,,,
23,No,Research & Development,1,2819,4,3,0,,,,,,,,
25,No,Sales,2,4851,3,3,0,,,,,,,,
38,No,Sales,4,4028,3,7,0,,,,,,,,
29,No,Research & Development,4,2720,3,10,0,,,,,,,,
48,No,Sales,2,8120,3,2,0,,,,,,,,
27,No,Sales,4,4647,3,6,0,,,,,,,,
37,No,Research & Development,4,4680,3,1,0,,,,,,,,
50,No,Research & Development,3,3221,3,20,0,,,,,,,,
34,No,Research & Development,2,8621,4,8,0,,,,,,,,
24,Yes,Sales,3,4577,3,2,1,,,,,,,,
39,No,Research & Development,3,4553,3,20,0,,,,,,,,
32,No,Sales,4,5396,2,10,0,,,,,,,,
50,Yes,Sales,3,6796,3,4,1,,,,,,,,
38,No,Research & Development,4,7625,2,9,0,,,,,,,,
27,No,Research & Development,1,7412,3,9,0,,,,,,,,
32,No,Research & Development,4,11159,3,7,0,,,,,,,,
47,No,Sales,1,4960,3,7,0,,,,,,,,
40,No,Sales,1,10475,3,18,0,,,,,,,,
53,No,Research & Development,3,14814,3,5,0,,,,,,,,
41,No,Human Resources,4,19141,2,21,0,,,,,,,,
60,No,Sales,1,5405,3,2,0,,,,,,,,
27,No,Research & Development,1,8793,2,9,0,,,,,,,,
41,No,Human Resources,3,19189,3,22,0,,,,,,,,
50,No,Sales,2,3875,3,2,0,,,,,,,,
28,Yes,Research & Development,2,2216,3,7,1,,,,,,,,
36,No,Research & Development,1,11713,3,8,0,,,,,,,,
38,No,Research & Development,3,7861,4,1,0,,,,,,,,
44,No,Research & Development,3,3708,3,5,0,,,,,,,,
47,No,Sales,3,13770,2,22,0,,,,,,,,
30,No,Sales,4,5304,2,8,0,,,,,,,,
29,No,Sales,3,2642,3,1,0,,,,,,,,
42,Yes,Research & Development,3,2759,3,2,1,,,,,,,,
43,No,Sales,4,6804,3,2,0,,,,,,,,
34,No,Research & Development,3,6142,3,5,0,,,,,,,,
23,No,Research & Development,1,2500,4,4,0,,,,,,,,
39,No,Human Resources,2,6389,1,8,0,,,,,,,,
56,No,Research & Development,4,11103,2,10,0,,,,,,,,
40,No,Research & Development,4,2342,2,4,0,,,,,,,,
27,No,Research & Development,1,6811,1,7,0,,,,,,,,
29,No,Sales,2,2297,3,2,0,,,,,,,,
53,No,Research & Development,4,2450,3,2,0,,,,,,,,
35,No,Research & Development,1,5093,4,1,0,,,,,,,,
32,No,Research & Development,4,5309,3,10,0,,,,,,,,
38,No,Research & Development,3,3057,1,1,0,,,,,,,,
34,No,Research & Development,1,5121,3,0,0,,,,,,,,
52,No,Sales,1,16856,4,34,0,,,,,,,,
33,Yes,Research & Development,4,2686,2,10,1,,,,,,,,
25,No,Sales,4,6180,2,6,0,,,,,,,,
45,No,Sales,3,6632,3,8,0,,,,,,,,
23,No,Research & Development,3,3505,3,2,0,,,,,,,,
47,Yes,Sales,3,6397,3,5,1,,,,,,,,
34,No,Sales,4,6274,3,6,0,,,,,,,,
55,Yes,Research & Development,1,19859,3,5,1,,,,,,,,
36,No,Sales,1,7587,3,10,0,,,,,,,,
52,No,Research & Development,4,4258,3,4,0,,,,,,,,
26,No,Research & Development,4,4364,3,2,0,,,,,,,,
29,No,Research & Development,3,4335,2,8,0,,,,,,,,
26,Yes,Sales,1,5326,2,4,1,,,,,,,,
34,No,Research & Development,4,3280,3,4,0,,,,,,,,
54,No,Research & Development,1,5485,3,5,0,,,,,,,,
27,No,Sales,4,4342,3,4,0,,,,,,,,
37,No,Research & Development,1,2782,2,5,0,,,,,,,,
38,No,Research & Development,1,5980,3,15,0,,,,,,,,
34,No,Research & Development,1,4381,3,6,0,,,,,,,,
35,No,Sales,4,2572,2,3,0,,,,,,,,
30,No,Research & Development,3,3833,3,2,0,,,,,,,,
40,No,Research & Development,2,4244,3,8,0,,,,,,,,
34,No,Sales,1,6500,3,3,0,,,,,,,,
42,No,Research & Development,4,18430,2,24,0,,,,,,,,
23,Yes,Research & Development,1,1601,3,0,1,,,,,,,,
24,No,Research & Development,2,2694,3,1,0,,,,,,,,
52,No,Research & Development,3,3149,3,5,0,,,,,,,,
50,No,Research & Development,3,17639,3,4,0,,,,,,,,
29,Yes,Research & Development,1,2319,3,1,1,,,,,,,,
33,No,Research & Development,3,11691,4,13,0,,,,,,,,
33,Yes,Sales,1,5324,3,3,1,,,,,,,,
47,No,Research & Development,4,16752,2,26,0,,,,,,,,
36,No,Research & Development,2,5228,3,9,0,,,,,,,,
29,No,Research & Development,3,2700,3,10,0,,,,,,,,
58,Yes,Research & Development,2,19246,3,31,1,,,,,,,,
35,No,Research & Development,3,2506,3,2,0,,,,,,,,
42,No,Research & Development,4,6062,3,4,0,,,,,,,,
28,Yes,Research & Development,3,4382,2,2,1,,,,,,,,
36,No,Human Resources,2,2143,3,5,0,,,,,,,,
32,No,Research & Development,3,6162,3,14,0,,,,,,,,
40,No,Research & Development,3,5094,3,1,0,,,,,,,,
30,No,Research & Development,4,6877,2,0,0,,,,,,,,
45,No,Research & Development,3,2274,3,1,0,,,,,,,,
42,No,Research & Development,2,4434,2,9,0,,,,,,,,
38,No,Research & Development,1,6288,2,4,0,,,,,,,,
34,No,Research & Development,4,2553,3,5,0,,,,,,,,
49,Yes,Sales,4,7654,4,9,1,,,,,,,,
55,Yes,Sales,4,5160,2,9,1,,,,,,,,
43,No,Research & Development,1,17159,3,4,0,,,,,,,,
27,No,Research & Development,4,12808,3,9,0,,,,,,,,
35,No,Research & Development,3,10221,4,8,0,,,,,,,,
28,No,Sales,2,4779,3,8,0,,,,,,,,
34,No,Human Resources,4,3737,1,3,0,,,,,,,,
26,Yes,Research & Development,3,2366,3,8,1,,,,,,,,
27,No,Research & Development,4,1706,2,0,0,,,,,,,,
51,No,Sales,3,16307,2,20,0,,,,,,,,
44,No,Research & Development,2,5933,2,5,0,,,,,,,,
25,No,Research & Development,1,3424,2,4,0,,,,,,,,
33,No,Sales,1,4037,3,9,0,,,,,,,,
35,No,Research & Development,1,2559,2,6,0,,,,,,,,
36,No,Sales,4,6201,2,18,0,,,,,,,,
32,No,Sales,4,4403,2,5,0,,,,,,,,
30,No,Research & Development,4,3761,2,5,0,,,,,,,,
53,No,Sales,4,10934,3,5,0,,,,,,,,
45,No,Sales,1,10761,3,5,0,,,,,,,,
32,No,Research & Development,3,5175,2,5,0,,,,,,,,
52,No,Research & Development,4,13826,3,9,0,,,,,,,,
37,No,Sales,3,6334,3,1,0,,,,,,,,
28,No,Human Resources,4,4936,3,5,0,,,,,,,,
22,No,Research & Development,4,4775,1,2,0,,,,,,,,
44,No,Research & Development,4,2818,2,3,0,,,,,,,,
42,No,Research & Development,4,2515,3,2,0,,,,,,,,
36,No,Human Resources,1,2342,3,5,0,,,,,,,,
25,No,Sales,1,4194,3,5,0,,,,,,,,
35,No,Research & Development,3,10685,3,17,0,,,,,,,,
35,Yes,Research & Development,2,2022,2,10,1,,,,,,,,
32,No,Research & Development,4,2314,3,3,0,,,,,,,,
25,No,Sales,1,4256,4,5,0,,,,,,,,
49,No,Research & Development,1,3580,3,4,0,,,,,,,,
24,No,Research & Development,4,3162,2,5,0,,,,,,,,
32,No,Sales,2,6524,3,10,0,,,,,,,,
38,No,Sales,2,2899,3,2,0,,,,,,,,
42,No,Research & Development,4,5231,2,5,0,,,,,,,,
31,No,Research & Development,4,2356,3,6,0,,,,,,,,
29,Yes,Sales,3,2800,3,3,1,,,,,,,,
53,No,Sales,4,11836,3,2,0,,,,,,,,
35,No,Research & Development,2,10903,3,13,0,,,,,,,,
37,No,Sales,4,2973,3,5,0,,,,,,,,
53,No,Research & Development,4,14275,3,12,0,,,,,,,,
43,No,Research & Development,4,5562,2,5,0,,,,,,,,
47,No,Sales,4,4537,3,7,0,,,,,,,,
37,No,Sales,2,7642,3,10,0,,,,,,,,
50,No,Research & Development,1,17924,3,31,0,,,,,,,,
39,No,Human Resources,4,5204,3,5,0,,,,,,,,
33,No,Human Resources,2,2277,4,4,0,,,,,,,,
32,Yes,Research & Development,4,2795,1,1,1,,,,,,,,
29,No,Research & Development,4,2532,3,4,0,,,,,,,,
44,No,Research & Development,1,2559,3,8,0,,,,,,,,
28,No,Sales,4,4908,3,4,0,,,,,,,,
58,Yes,Research & Development,4,2380,2,1,1,,,,,,,,
43,No,Research & Development,2,4765,4,1,0,,,,,,,,
20,Yes,Sales,3,2044,2,2,1,,,,,,,,
21,Yes,Research & Development,4,2693,2,1,1,,,,,,,,
36,No,Research & Development,4,6586,2,16,0,,,,,,,,
47,No,Sales,4,3294,2,3,0,,,,,,,,
22,Yes,Research & Development,3,4171,4,3,1,,,,,,,,
41,Yes,Research & Development,4,2778,2,7,1,,,,,,,,
28,No,Research & Development,3,2377,3,2,0,,,,,,,,
39,Yes,Research & Development,1,2404,1,2,1,,,,,,,,
27,No,Research & Development,3,2318,3,1,0,,,,,,,,
34,No,Research & Development,2,2008,3,1,0,,,,,,,,
42,No,Sales,3,6244,3,5,0,,,,,,,,
33,No,Research & Development,1,2799,3,3,0,,,,,,,,
58,No,Research & Development,2,10552,3,6,0,,,,,,,,
31,No,Sales,3,2329,4,7,0,,,,,,,,
35,No,Research & Development,4,4014,1,10,0,,,,,,,,
49,No,Research & Development,2,7403,2,26,0,,,,,,,,
48,No,Research & Development,3,2259,2,0,0,,,,,,,,
31,No,Sales,3,6932,2,9,0,,,,,,,,
36,No,Research & Development,4,4678,3,6,0,,,,,,,,
38,No,Research & Development,1,13582,3,15,0,,,,,,,,
32,No,Research & Development,2,2332,3,3,0,,,,,,,,
25,Yes,Sales,2,2413,3,1,1,,,,,,,,
40,No,Sales,2,9705,2,1,0,,,,,,,,
26,No,Sales,1,4294,3,7,0,,,,,,,,
41,No,Research & Development,1,4721,3,18,0,,,,,,,,
36,No,Research & Development,3,2519,3,11,0,,,,,,,,
19,Yes,Sales,2,2121,4,1,1,,,,,,,,
20,Yes,Research & Development,1,2973,3,1,1,,,,,,,,
31,No,Research & Development,4,5855,1,9,0,,,,,,,,
40,No,Research & Development,2,3617,3,1,0,,,,,,,,
32,No,Research & Development,1,6725,4,8,0,,,,,,,,
36,Yes,Sales,4,10325,3,16,1,,,,,,,,
33,No,Research & Development,4,6949,3,5,0,,,,,,,,
37,Yes,Sales,3,10609,1,14,1,,,,,,,,
45,No,Research & Development,2,4447,2,9,0,,,,,,,,
29,No,Sales,4,2157,3,3,0,,,,,,,,
35,No,Sales,3,4601,3,5,0,,,,,,,,
52,No,Research & Development,4,17099,2,9,0,,,,,,,,
58,Yes,Research & Development,3,2479,3,1,1,,,,,,,,
53,No,Sales,3,14852,4,17,0,,,,,,,,
30,No,Sales,3,7264,4,8,0,,,,,,,,
38,No,Sales,4,5666,3,5,0,,,,,,,,
35,No,Sales,4,7823,3,10,0,,,,,,,,
39,No,Sales,3,7880,3,8,0,,,,,,,,
40,Yes,Sales,2,13194,2,1,1,,,,,,,,
47,No,Research & Development,3,5067,4,19,0,,,,,,,,
36,No,Sales,4,5079,3,7,0,,,,,,,,
31,Yes,Research & Development,1,2321,3,3,1,,,,,,,,
33,No,Sales,3,17444,3,10,0,,,,,,,,
29,Yes,Research & Development,1,2404,3,0,1,,,,,,,,
33,No,Research & Development,4,3452,3,3,0,,,,,,,,
45,No,Research & Development,4,2270,3,5,0,,,,,,,,
50,No,Research & Development,4,17399,2,5,0,,,,,,,,
33,No,Research & Development,2,5488,3,6,0,,,,,,,,
41,No,Research & Development,3,19419,4,18,0,,,,,,,,
27,No,Research & Development,2,2811,3,2,0,,,,,,,,
45,No,Research & Development,1,3633,3,9,0,,,,,,,,
47,No,Sales,4,4163,3,9,0,,,,,,,,
30,Yes,Research & Development,3,2132,3,5,1,,,,,,,,
50,No,Research & Development,3,13973,3,12,0,,,,,,,,
38,No,Research & Development,3,2684,2,2,0,,,,,,,,
46,No,Research & Development,3,10845,3,8,0,,,,,,,,
24,No,Research & Development,3,4377,3,4,0,,,,,,,,
35,Yes,Research & Development,2,3743,1,4,1,,,,,,,,
31,No,Research & Development,1,4148,3,4,0,,,,,,,,
18,No,Research & Development,4,1051,3,0,0,,,,,,,,
54,No,Research & Development,3,10739,3,10,0,,,,,,,,
35,No,Research & Development,3,10388,2,16,0,,,,,,,,
30,No,Research & Development,1,11416,2,8,0,,,,,,,,
20,Yes,Research & Development,1,2600,3,1,1,,,,,,,,
30,Yes,Research & Development,2,2422,3,3,1,,,,,,,,
26,No,Research & Development,4,5472,3,8,0,,,,,,,,
22,No,Research & Development,1,2451,2,4,0,,,,,,,,
48,No,Research & Development,3,4240,3,2,0,,,,,,,,
48,No,Research & Development,3,10999,3,15,0,,,,,,,,
41,No,Research & Development,3,5003,3,2,0,,,,,,,,
39,No,Research & Development,4,12742,3,21,0,,,,,,,,
27,No,Research & Development,4,4227,3,3,0,,,,,,,,
35,No,Research & Development,4,3917,2,3,0,,,,,,,,
42,No,Sales,3,18303,4,1,0,,,,,,,,
50,No,Research & Development,4,2380,3,1,0,,,,,,,,
59,No,Research & Development,4,13726,3,5,0,,,,,,,,
37,Yes,Research & Development,2,4777,1,1,1,,,,,,,,
55,No,Research & Development,2,6385,3,8,0,,,,,,,,
41,No,Research & Development,3,19973,3,21,0,,,,,,,,
38,No,Sales,4,6861,3,1,0,,,,,,,,
26,Yes,Sales,1,4969,3,2,1,,,,,,,,
52,Yes,Sales,4,19845,3,32,1,,,,,,,,
44,No,Sales,4,13320,3,12,0,,,,,,,,
50,No,Sales,3,6347,3,18,0,,,,,,,,
36,Yes,Research & Development,1,2743,3,17,1,,,,,,,,
39,No,Research & Development,1,10880,3,21,0,,,,,,,,
33,No,Sales,4,2342,2,2,0,,,,,,,,
45,No,Sales,4,17650,4,9,0,,,,,,,,
32,No,Research & Development,3,4025,3,8,0,,,,,,,,
34,No,Sales,4,9725,2,15,0,,,,,,,,
59,No,Sales,4,11904,1,6,0,,,,,,,,
45,No,Human Resources,2,2177,3,6,0,,,,,,,,
53,No,Sales,2,7525,3,15,0,,,,,,,,
36,Yes,Research & Development,3,4834,2,1,1,,,,,,,,
26,Yes,Research & Development,1,2042,3,3,1,,,,,,,,
34,No,Sales,3,2220,3,1,0,,,,,,,,
28,No,Sales,2,1052,3,1,0,,,,,,,,
38,No,Research & Development,3,2821,3,2,0,,,,,,,,
50,No,Research & Development,3,19237,2,8,0,,,,,,,,
37,No,Research & Development,2,4107,2,4,0,,,,,,,,
40,No,Sales,1,8396,2,7,0,,,,,,,,
26,No,Research & Development,3,2007,3,5,0,,,,,,,,
46,No,Research & Development,4,19627,3,2,0,,,,,,,,
54,No,Sales,3,10686,3,9,0,,,,,,,,
56,No,Research & Development,3,2942,3,5,0,,,,,,,,
36,No,Research & Development,4,8858,2,14,0,,,,,,,,
55,No,Research & Development,1,16756,4,9,0,,,,,,,,
43,No,Sales,4,10798,3,1,0,,,,,,,,
20,Yes,Sales,4,2323,3,2,1,,,,,,,,
21,Yes,Research & Development,1,1416,2,1,1,,,,,,,,
46,No,Research & Development,1,4615,3,16,0,,,,,,,,
51,Yes,Research & Development,3,2461,4,10,1,,,,,,,,
28,Yes,Research & Development,1,8722,2,10,1,,,,,,,,
26,No,Research & Development,1,3955,3,5,0,,,,,,,,
30,No,Research & Development,1,9957,2,6,0,,,,,,,,
41,No,Research & Development,3,3376,3,10,0,,,,,,,,
38,No,Research & Development,3,8823,2,19,0,,,,,,,,
40,No,Research & Development,4,10322,3,11,0,,,,,,,,
27,No,Research & Development,3,4621,3,3,0,,,,,,,,
55,No,Research & Development,2,10976,3,3,0,,,,,,,,
28,No,Research & Development,3,3660,4,8,0,,,,,,,,
44,Yes,Human Resources,1,10482,3,20,1,,,,,,,,
33,No,Research & Development,4,7119,3,3,0,,,,,,,,
35,Yes,Sales,1,9582,3,8,1,,,,,,,,
33,Yes,Research & Development,3,4508,3,13,1,,,,,,,,
28,No,Research & Development,3,2207,2,4,0,,,,,,,,
34,No,Research & Development,4,7756,2,6,0,,,,,,,,
37,No,Sales,4,6694,3,1,0,,,,,,,,
25,Yes,Research & Development,4,3691,4,7,1,,,,,,,,
26,Yes,Research & Development,3,2377,2,1,1,,,,,,,,
33,Yes,Research & Development,2,2313,3,2,1,,,,,,,,
42,No,Research & Development,1,17665,3,22,0,,,,,,,,
28,Yes,Research & Development,2,2596,3,1,1,,,,,,,,
50,Yes,Sales,3,4728,3,0,1,,,,,,,,
33,No,Sales,2,4302,3,3,0,,,,,,,,
34,No,Research & Development,4,2979,3,0,0,,,,,,,,
48,No,Research & Development,4,16885,2,5,0,,,,,,,,
45,No,Sales,3,5593,3,15,0,,,,,,,,
52,No,Research & Development,2,10445,3,8,0,,,,,,,,
38,No,Sales,3,8740,3,8,0,,,,,,,,
29,No,Research & Development,4,2514,3,7,0,,,,,,,,
28,No,Research & Development,2,7655,2,9,0,,,,,,,,
46,No,Sales,3,17465,3,12,0,,,,,,,,
38,No,Sales,2,7351,3,1,0,,,,,,,,
43,No,Research & Development,1,10820,3,8,0,,,,,,,,
39,Yes,Research & Development,4,12169,3,18,1,,,,,,,,
40,No,Research & Development,3,19626,4,20,0,,,,,,,,
21,No,Research & Development,2,2070,4,2,0,,,,,,,,
39,No,Research & Development,2,6782,2,5,0,,,,,,,,
36,No,Research & Development,4,7779,3,11,0,,,,,,,,
31,No,Sales,4,2791,3,2,0,,,,,,,,
28,No,Research & Development,2,3201,1,5,0,,,,,,,,
35,No,Sales,4,4968,3,5,0,,,,,,,,
49,No,Sales,2,13120,3,9,0,,,,,,,,
34,No,Research & Development,3,4033,2,3,0,,,,,,,,
29,No,Research & Development,2,3291,2,7,0,,,,,,,,
42,No,Research & Development,4,4272,3,1,0,,,,,,,,
29,No,Research & Development,4,5056,2,10,0,,,,,,,,
38,No,Human Resources,3,2844,4,7,0,,,,,,,,
28,No,Research & Development,3,2703,3,3,0,,,,,,,,
18,Yes,Research & Development,3,1904,3,0,1,,,,,,,,
33,Yes,Sales,1,8224,3,5,1,,,,,,,,
41,No,Research & Development,4,4766,3,1,0,,,,,,,,
31,Yes,Research & Development,3,2610,2,2,1,,,,,,,,
37,No,Research & Development,4,5731,3,6,0,,,,,,,,
27,No,Research & Development,3,2539,3,4,0,,,,,,,,
34,No,Sales,3,5714,2,6,0,,,,,,,,
35,No,Human Resources,3,4323,1,5,0,,,,,,,,
29,Yes,Sales,1,7336,1,11,1,,,,,,,,
40,No,Research & Development,3,13499,2,18,0,,,,,,,,
42,Yes,Sales,1,13758,2,21,1,,,,,,,,
42,No,Sales,1,5155,4,6,0,,,,,,,,
35,No,Research & Development,3,2258,3,8,0,,,,,,,,
24,No,Research & Development,2,3597,3,4,0,,,,,,,,
28,Yes,Research & Development,4,2515,2,1,1,,,,,,,,
26,No,Research & Development,4,4420,3,8,0,,,,,,,,
30,No,Sales,3,6578,3,10,0,,,,,,,,
40,No,Research & Development,4,4422,1,1,0,,,,,,,,
35,No,Research & Development,2,10274,4,7,0,,,,,,,,
34,No,Research & Development,1,5343,3,13,0,,,,,,,,
35,No,Research & Development,4,2376,4,2,0,,,,,,,,
43,Yes,Sales,3,5346,2,4,1,,,,,,,,
32,No,Sales,1,2827,3,1,0,,,,,,,,
56,No,Research & Development,1,19943,3,5,0,,,,,,,,
29,No,Research & Development,4,3131,3,10,0,,,,,,,,
19,No,Research & Development,1,2552,3,1,0,,,,,,,,
45,No,Research & Development,3,4477,2,3,0,,,,,,,,
37,No,Research & Development,4,6474,2,14,0,,,,,,,,
20,No,Research & Development,3,3033,2,2,0,,,,,,,,
44,Yes,Research & Development,3,2936,3,6,1,,,,,,,,
53,No,Research & Development,3,18606,3,7,0,,,,,,,,
29,No,Research & Development,4,2168,2,5,0,,,,,,,,
22,Yes,Research & Development,4,2853,3,0,1,,,,,,,,
46,No,Sales,1,17048,3,26,0,,,,,,,,
44,No,Research & Development,3,2290,3,0,0,,,,,,,,
33,No,Human Resources,3,3600,3,5,0,,,,,,,,
41,Yes,Research & Development,1,2107,1,1,1,,,,,,,,
30,No,Sales,1,4115,3,4,0,,,,,,,,
40,No,Sales,2,4327,3,0,0,,,,,,,,
50,No,Research & Development,1,17856,3,2,0,,,,,,,,
28,No,Research & Development,1,3196,3,6,0,,,,,,,,
46,No,Research & Development,2,19081,3,4,0,,,,,,,,
35,No,Sales,1,8966,3,7,0,,,,,,,,
24,Yes,Research & Development,2,2210,1,1,1,,,,,,,,
33,No,Sales,3,4539,2,10,0,,,,,,,,
36,No,Research & Development,3,2741,3,7,0,,,,,,,,
30,No,Research & Development,3,3491,2,10,0,,,,,,,,
44,No,Research & Development,4,4541,3,20,0,,,,,,,,
20,No,Sales,4,2678,3,2,0,,,,,,,,
46,No,Research & Development,4,7379,2,6,0,,,,,,,,
42,No,Human Resources,1,6272,4,4,0,,,,,,,,
60,No,Sales,4,5220,3,11,0,,,,,,,,
32,No,Research & Development,2,2743,3,2,0,,,,,,,,
32,No,Research & Development,3,4998,3,8,0,,,,,,,,
36,No,Research & Development,1,10252,3,7,0,,,,,,,,
33,No,Research & Development,4,2781,3,14,0,,,,,,,,
40,No,Sales,2,6852,4,5,0,,,,,,,,
25,No,Sales,4,4950,3,4,0,,,,,,,,
30,No,Research & Development,2,3579,3,11,0,,,,,,,,
42,No,Research & Development,1,13191,3,1,0,,,,,,,,
35,No,Sales,4,10377,2,13,0,,,,,,,,
27,No,Research & Development,1,2235,2,9,0,,,,,,,,
54,No,Research & Development,3,10502,1,5,0,,,,,,,,
44,No,Research & Development,4,2011,3,10,0,,,,,,,,
19,Yes,Research & Development,2,1859,4,1,1,,,,,,,,
29,No,Research & Development,4,3760,3,3,0,,,,,,,,
54,No,Research & Development,4,17779,3,10,0,,,,,,,,
31,No,Research & Development,1,6833,2,6,0,,,,,,,,
31,No,Research & Development,1,6812,3,10,0,,,,,,,,
59,No,Sales,4,5171,3,6,0,,,,,,,,
43,No,Research & Development,4,19740,3,8,0,,,,,,,,
49,No,Research & Development,3,18711,4,1,0,,,,,,,,
36,No,Research & Development,2,3692,2,11,0,,,,,,,,
48,No,Research & Development,2,2559,2,1,0,,,,,,,,
27,No,Research & Development,3,2517,3,5,0,,,,,,,,
29,No,Research & Development,4,6623,3,6,0,,,,,,,,
48,No,Research & Development,4,18265,4,1,0,,,,,,,,
29,No,Research & Development,4,16124,2,7,0,,,,,,,,
34,No,Research & Development,3,2585,2,1,0,,,,,,,,
44,No,Sales,2,18213,3,22,0,,,,,,,,
33,No,Sales,3,8380,3,9,0,,,,,,,,
19,No,Research & Development,4,2994,3,1,0,,,,,,,,
23,No,Research & Development,3,1223,3,1,0,,,,,,,,
25,Yes,Sales,4,1118,3,1,1,,,,,,,,
26,No,Research & Development,4,2875,2,8,0,,,,,,,,
45,Yes,Sales,2,18824,3,24,1,,,,,,,,
55,No,Research & Development,2,13577,3,33,0,,,,,,,,
21,Yes,Research & Development,3,2625,1,2,1,,,,,,,,
46,No,Sales,2,18789,3,11,0,,,,,,,,
34,No,Sales,1,4538,3,3,0,,,,,,,,
51,No,Sales,2,19847,2,29,0,,,,,,,,
59,No,Research & Development,4,10512,2,9,0,,,,,,,,
34,No,Research & Development,2,4444,4,11,0,,,,,,,,
28,No,Research & Development,3,2154,2,4,0,,,,,,,,
44,No,Research & Development,1,19190,2,25,0,,,,,,,,
34,No,Human Resources,2,4490,4,10,0,,,,,,,,
35,No,Research & Development,3,3506,3,3,0,,,,,,,,
42,No,Research & Development,2,2372,3,1,0,,,,,,,,
43,No,Sales,4,10231,4,21,0,,,,,,,,
36,No,Research & Development,2,5410,3,16,0,,,,,,,,
44,Yes,Research & Development,4,7978,3,10,1,,,,,,,,
28,No,Research & Development,4,3867,3,2,0,,,,,,,,
51,No,Research & Development,3,2838,2,7,0,,,,,,,,
30,No,Research & Development,3,4695,3,8,0,,,,,,,,
29,Yes,Research & Development,3,3339,3,7,1,,,,,,,,
28,No,Research & Development,1,2080,2,3,0,,,,,,,,
25,No,Research & Development,2,2096,2,2,0,,,,,,,,
32,No,Sales,4,6209,4,10,0,,,,,,,,
45,No,Research & Development,2,18061,3,0,0,,,,,,,,
39,No,Research & Development,2,17123,3,19,0,,,,,,,,
58,No,Research & Development,3,2372,3,2,0,,,,,,,,
32,Yes,Research & Development,3,4883,3,10,1,,,,,,,,
39,Yes,Research & Development,1,3904,3,5,1,,,,,,,,
30,No,Research & Development,4,4627,3,9,0,,,,,,,,
36,No,Research & Development,3,7094,3,7,0,,,,,,,,
46,No,Human Resources,1,3423,4,7,0,,,,,,,,
28,No,Research & Development,4,6674,3,9,0,,,,,,,,
50,No,Research & Development,1,16880,3,3,0,,,,,,,,
40,Yes,Sales,2,9094,3,5,1,,,,,,,,
52,Yes,Sales,2,8446,2,8,1,,,,,,,,
30,No,Research & Development,1,11916,3,9,0,,,,,,,,
39,No,Research & Development,3,4534,3,8,0,,,,,,,,
31,No,Sales,3,9852,2,10,0,,,,,,,,
41,No,Sales,2,6151,3,19,0,,,,,,,,
31,Yes,Sales,2,2302,4,3,1,,,,,,,,
44,Yes,Research & Development,1,2362,4,3,1,,,,,,,,
42,No,Research & Development,3,17861,2,20,0,,,,,,,,
55,No,Research & Development,3,19187,3,19,0,,,,,,,,
56,No,Human Resources,2,19717,3,7,0,,,,,,,,
40,No,Research & Development,3,3544,3,4,0,,,,,,,,
34,No,Research & Development,4,8500,2,9,0,,,,,,,,
40,No,Research & Development,4,4661,3,9,0,,,,,,,,
41,No,Sales,1,4103,3,9,0,,,,,,,,
35,No,Research & Development,3,4249,3,9,0,,,,,,,,
51,No,Human Resources,2,14026,3,33,0,,,,,,,,
